id,key,value,type
266809614,name,11 Murthi,regular
266809614,tourism,attraction,regular
266809747,highway,traffic_signals,regular
266809747,traffic_signals,signal,regular
267075196,crossing,traffic_signals,regular
267075196,highway,traffic_signals,regular
267196276,crossing,traffic_signals,regular
267196276,highway,traffic_signals,regular
267197835,highway,traffic_signals,regular
267197902,highway,crossing,regular
267250972,highway,traffic_signals,regular
267250994,highway,traffic_signals,regular
267259255,highway,traffic_signals,regular
268212523,highway,traffic_signals,regular
268212543,highway,traffic_signals,regular
268212561,highway,traffic_signals,regular
268217229,name,Patel Nagar (East),regular
268217229,kn,ಪಟೇಲ್ ನಗರ್,name
268217229,network,DMRC,regular
268217229,railway,station,regular
268381457,name,Pratap Nagar,regular
268381457,network,DMRC,regular
268381457,railway,station,regular
268381463,name,Pul Bangash,regular
268381463,network,DMRC,regular
268381463,railway,station,regular
268381477,name,Kashmere Gate,regular
268381477,network,DMRC,regular
268381477,operator,Delhi Metro,regular
268381477,railway,station,regular
280741143,amenity,bank,regular
280741143,atm,yes,regular
280741143,wikidata,Q2003549,brand
280741143,name,Axis Bank,regular
280741143,en,Axis Bank,name
280741143,operator,Canara Bank,regular
280741143,website,https://www.axisbank.com,regular
280741143,wikipedia,en:Axis Bank,regular
291542749,highway,traffic_signals,regular
291542967,highway,traffic_signals,regular
291542975,highway,crossing,regular
291542988,highway,traffic_signals,regular
301037210,highway,traffic_signals,regular
301037211,highway,traffic_signals,regular
307369202,highway,traffic_signals,regular
308719791,highway,traffic_signals,regular
308723085,highway,traffic_signals,regular
308887236,name,Teen Murti,regular
308887236,tourism,attraction,regular
308889041,name,Rashtrapati Bhavan (Presidential Palace),regular
308889041,hi,राष्ट्रपति भवन,name
308889041,ru,президентский дворец,name
308889041,zh,总理府,name
308889041,old_name,Viceroy's Residence,regular
308889041,tourism,attraction,regular
308890384,highway,traffic_signals,regular
308894056,city,New Delhi,addr
308894056,postcode,110003,addr
308894056,street,"Sujan Singh Park, Subramania Bharti Marg,Behind Khan Market",addr
308894056,name,The Ambassador,regular
308894056,operator,Vivanta by Taj,regular
308894056,phone,+91 11 6626 1000,regular
308894056,tourism,hotel,regular
308894056,website,http://www.vivantabytaj.com/Ambassador-New-Delhi/Overview.html,regular
308894803,amenity,restaurant,regular
308894803,created_by,Potlatch 0.10f,regular
308895564,alt_name,Irwin Amphi-theatre,regular
308895564,leisure,stadium,regular
308895564,name,"Major Dhyan Chand, National Stadium",regular
308895564,sport,hockey,regular
309640064,created_by,Potlatch 0.10f,regular
309640064,leisure,stadium,regular
309640064,name,Talkatora Stadium,regular
309640064,wikidata,Q3521690,regular
309861440,amenity,embassy,regular
309861440,country,US,regular
309861440,name,US Embassy New Delhi,regular
316376878,highway,traffic_signals,regular
316376885,highway,traffic_signals,regular
316416994,vi,Dilli,alt_name
316416994,description,"Same level as an Indian State, but ruled directly by the federal national government",regular
316416994,dsg,ADM1,gns
316416994,uni,9349459,gns
316416994,country,India,is_in
316416994,country_code,IN,is_in
316416994,name,Delhi,regular
316416994,de,Nationales Hauptstadtterritorium Delhi,name
316416994,en,Delhi,name
316416994,eo,Delhio,name
316416994,hi,दिल्ली,name
316416994,hu,Delhi,name
316416994,ja,デリー,name
316416994,kn,ದೆಹಲಿ,name
316416994,ko,델리,name
316416994,ru,Дели,name
316416994,ta,டெல்லி,name
316416994,uk,Делі,name
316416994,ur,دہلی,name
316416994,vi,Delhi,name
316416994,zh,德里国家首都辖区,name
316416994,official_name,National Capital Territory of Delhi,regular
316416994,vi,Lãnh thổ Thủ đô Quốc gia Delhi,official_name
316416994,place,state,regular
316416994,source,GNS,regular
316416994,wikidata,Q1353,regular
316416994,wikipedia,en:Delhi,regular
316463562,highway,traffic_signals,regular
345234440,name,Rajendra Place,regular
345234440,kn,ರಾಜೇಂದ್ರ ಪ್ಯಾಲೇಸ್,name
345234440,network,DMRC,regular
345234440,railway,station,regular
345234441,name,Karol Bagh,regular
345234441,kn,ಕರೋಲ್ ಭಾಗ್,name
345234441,network,DMRC,regular
345234441,railway,station,regular
345234441,wikidata,Q6373014,regular
345234441,wikipedia,en:Karol Bagh metro station,regular
345234443,name,Jhandewalan,regular
345234443,kn,ಝಾಂಡೆವಾಲನ್,name
345234443,network,DMRC,regular
345234443,railway,station,regular
345234443,wikidata,Q6190836,regular
345265020,amenity,fuel,regular
345265074,amenity,fuel,regular
345297921,created_by,Potlatch 0.10f,regular
347676531,name,Kirti Nagar,regular
347676531,network,DMRC,regular
347676531,railway,station,regular
347676595,name,Shadipur,regular
347676595,kn,ಷಾದಿಪುರ್,name
347676595,network,DMRC,regular
347676595,railway,station,regular
347676947,name,Moti Nagar,regular
347676947,network,DMRC,regular
347676947,railway,station,regular
355435738,highway,bus_stop,regular
355435740,highway,bus_stop,regular
355435744,highway,traffic_signals,regular
355435746,highway,traffic_signals,regular
355435748,highway,bus_stop,regular
355436031,amenity,post_box,regular
355436037,amenity,atm,regular
355436037,name,ICICI Bank,regular
355436042,amenity,fast_food,regular
355436042,name,Dominos Pizza,regular
370584997,city,New Delhi,addr
370584997,housenumber,12,addr
370584997,postcode,110011,addr
370584997,street,Aurangzeb Road,addr
370584997,name,Claridges Hotel,regular
370584997,operator,Claridges Hotels Pvt. Ltd.,regular
370584997,phone,+91 11 3955 5000,regular
370584997,tourism,hotel,regular
370584997,website,http://www.claridges.com/index.asp,regular
395135106,highway,traffic_signals,regular
395135138,highway,traffic_signals,regular
410057618,area,yes,regular
410057646,colour,yellow,regular
410057646,name,New Delhi Metro Station Gate 1,regular
410057646,network,DMRC,regular
410057646,railway,subway_entrance,regular
410058536,name,Paharganj,regular
410058536,place,suburb,regular
432874004,highway,traffic_signals,regular
432874009,highway,traffic_signals,regular
436899977,name,Taj Mahal Hotel,regular
436899977,tourism,hotel,regular
436899977,wikidata,Q7676722,regular
438049078,landuse,commercial,regular
438049078,name,Jawahar Vyapar Bhavan - IRCTC Office,regular
438049079,landuse,commercial,regular
438049079,name,Kidwai Bhuvan,regular
438049081,landuse,commercial,regular
438049081,name,Bharat Sanchar Bhuvan - BSNL HQ,regular
441185723,name,National Zoological Park,regular
441185723,tourism,zoo,regular
450634955,highway,traffic_signals,regular
450634955,traffic_signals,signal,regular
450640554,highway,traffic_signals,regular
458640736,highway,traffic_signals,regular
496457107,amenity,bus_station,regular
496457116,amenity,fuel,regular
496457116,name,Indian Oil,regular
496457118,amenity,fuel,regular
496457118,name,Indraprastha Gas Limited,regular
496457123,highway,bus_stop,regular
496457123,name,Indraprastha Depot,regular
496457125,highway,bus_stop,regular
496457127,highway,bus_stop,regular
496457127,name,Indira Gandhi Stadium,regular
496457127,shelter,yes,regular
496457133,amenity,grave_yard,regular
496457133,name,Samata Sthal,regular
496457138,historic,memorial,regular
496457138,name,Rajghat,regular
496457140,historic,memorial,regular
496457140,name,Veer Bhumi,regular
496457144,highway,bus_stop,regular
496457144,name,Vijay Ghat,regular
496457144,shelter,yes,regular
496457148,highway,bus_stop,regular
496457148,shelter,yes,regular
496489163,crossing,unmarked,regular
496489163,crossing_ref,zebra,regular
496489163,highway,traffic_signals,regular
498724140,amenity,memorial,regular
498724140,name,Shanti Van,regular
498724141,historic,memorial,regular
498724141,name,Shakti Sthal,regular
545639793,name,Round Tree,regular
545639793,natural,tree,regular
545641337,amenity,parking,regular
545641337,capacity,40,regular
545641337,disabled,yes,capacity
545641337,parent,yes,capacity
545641337,women,unknown,capacity
545641337,fee,no,regular
545641337,name,TBS Parking,regular
545641337,park_ride,no,regular
545641337,parking,surface,regular
545641483,amenity,school,regular
545641483,name,Secondary School,regular
545764570,natural,tree,regular
545764574,natural,tree,regular
545764576,natural,tree,regular
545764580,natural,tree,regular
545764585,natural,tree,regular
545764589,natural,tree,regular
545764593,natural,tree,regular
545764597,name,Tree British School,regular
545764597,natural,tree,regular
545764607,name,Tree British School,regular
545764607,natural,tree,regular
545764610,name,Tree British School,regular
545764610,natural,tree,regular
545764614,name,Tree British School,regular
545764614,natural,tree,regular
545764623,natural,tree,regular
545764627,natural,tree,regular
545764631,natural,tree,regular
545764635,natural,tree,regular
545764645,natural,tree,regular
545764648,natural,tree,regular
545764652,natural,tree,regular
545764656,natural,tree,regular
545764663,natural,tree,regular
545764668,natural,tree,regular
545764671,natural,tree,regular
545764674,natural,tree,regular
545764683,natural,tree,regular
545764686,natural,tree,regular
545764690,natural,tree,regular
545764693,natural,tree,regular
545764699,natural,tree,regular
545764700,natural,tree,regular
545764701,natural,tree,regular
545764702,natural,tree,regular
545774392,natural,tree,regular
545774393,natural,tree,regular
545774394,natural,tree,regular
545774396,natural,tree,regular
545774397,natural,tree,regular
545774400,natural,tree,regular
545774404,natural,tree,regular
554257800,name,Udyog Bhavan,regular
554257800,network,DMRC,regular
554257800,railway,station,regular
554257818,name,Patel Chowk,regular
554257818,network,DMRC,regular
554257818,railway,station,regular
554257818,wikidata,Q7144407,regular
554257820,name,Ramakrishna Ashram Marg,regular
554257820,network,DMRC,regular
554257820,railway,station,regular
554257820,wikidata,Q7288800,regular
554257824,name,Pragati Maidan,regular
554257824,kn,ಪ್ರಗತಿ ಮೈದಾನ್,name
554257824,network,DMRC,regular
554257824,railway,station,regular
554257827,name,Mandi House,regular
554257827,kn,ಮಂಡಿ ಹೌಸ್,name
554257827,network,DMRC,regular
554257827,railway,station,regular
554257831,name,Indraprastha,regular
554257831,kn,ಇಂದ್ರ ಪ್ರಸ್ತ,name
554257831,network,DMRC,regular
554257831,railway,station,regular
554257833,name,ONGC Shivaji Stadium,regular
554257833,kn,ಓಎನ್ಜಿಸಿ ಶಿವಾಜಿ ಸ್ಟೇಡಿಯಮ್,name
554257833,network,DMRC,regular
554257833,operator,DMRC,regular
554257833,railway,station,regular
554257833,wikidata,Q11308729,regular
554257833,wikipedia,en:Shivaji Stadium metro station,regular
554257839,name,Barakhambha Road,regular
554257839,network,DMRC,regular
554257839,railway,station,regular
554257841,name,New Delhi,regular
554257841,network,DMRC,regular
554257841,railway,station,regular
554257841,ref,NDLS,regular
554257842,name,Chawri Bazaar,regular
554257842,network,DMRC,regular
554257842,railway,station,regular
554257844,name,Yamuna Bank,regular
554257844,kn,ಯಮುನಾ ಬ್ಯಾಂಕ್,name
554257844,network,DMRC,regular
554257844,railway,station,regular
554257862,name,Chandni Chowk Metro Station,regular
554257862,network,DMRC,regular
554257862,operator,Delhi Metro,regular
554257862,railway,station,regular
560827592,highway,traffic_signals,regular
560832888,highway,traffic_signals,regular
561254915,name,Parliament Reception,regular
561254915,tourism,information,regular
561254916,amenity,library,regular
561254916,name,Parliament Library,regular
561254917,name,Parliament Museum,regular
561254917,tourism,museum,regular
561254917,wikidata,Q7138917,regular
561254917,wikipedia,en:Parliament Museum,regular
561299050,name,Connaught Place,regular
561299050,place,neighbourhood,regular
561299050,wikidata,Q2341950,regular
561300694,comment,delhi metro,regular
561300694,name,Civil Lines,regular
561300694,network,DMRC,regular
561300694,railway,station,regular
561316957,city,Delhi,addr
561316957,housename,Oddway International,addr
561316957,housenumber,5A / 7,addr
561316957,postcode,110002,addr
561316957,street,"5a , Ansari Road",addr
561316957,name,Oddway International,regular
561316957,phone,+91-9873336444,regular
561316957,place,"Pharma_exporter,_delhi",regular
561316957,products,"Geftinat , Veenat , erlonat , kamagra , cancer , HIV Aids",regular
561316957,source,Natco Pharma dealer n exporter,regular
561316957,website,http://www.oddwayinternational.com,regular
561316983,name,Tis Hazari,regular
561316983,network,DMRC,regular
561316983,railway,station,regular
561316983,wheelchair,yes,regular
562615475,highway,traffic_signals,regular
562615475,traffic_signals,signal,regular
563659664,name,Police Memorial,regular
563659664,tourism,attraction,regular
566188831,historic,monument,regular
566188831,name,Jantar Mantar,regular
566188831,en,Jantar Mantar Observatory,name
566188831,tourism,attraction,regular
566188831,wikidata,Q2045115,regular
566200829,historic,memorial,regular
566200829,name,Kisan Ghat,regular
568360001,housenumber,825,addr
568360001,postcode,110006,addr
568360001,street,Chandni Open Market,addr
568360001,amenity,veterinary,regular
568360001,name,Jain Bird Hospital,regular
599901343,highway,traffic_signals,regular
599901348,highway,traffic_signals,regular
599901621,amenity,restaurant,regular
599901621,cuisine,south indian,regular
599901621,name,Sagarrathna,regular
599901630,amenity,post_box,regular
599901630,postal_code,110065,regular
600644822,highway,traffic_signals,regular
600644824,highway,bus_stop,regular
600644828,name,Madipur,regular
600644828,railway,station,regular
600644829,highway,traffic_signals,regular
600644830,highway,traffic_signals,regular
600644863,highway,traffic_signals,regular
600644864,highway,traffic_signals,regular
600644865,name,Shivaji Park,regular
600644865,network,DMRC,regular
600644865,railway,station,regular
600645512,name,Paschim Vihar East,regular
600645512,network,DMRC,regular
600645512,railway,station,regular
600647671,power,tower,regular
608435824,city,New Delhi,addr
608435824,country,IN,addr
608435824,housenumber,R-500,addr
608435824,postcode,110060,addr
608435824,street,Pamposh Road,addr
608435824,name,Master Guest House,regular
608435824,phone,+ 91 (11) 28741089,regular
608435824,smoking,outside,regular
608435824,source,local knowledge,regular
608435824,tourism,guest_house,regular
608435824,website,http://master-guesthouse.com/,regular
610886106,name,Subhash Nagar,regular
610886106,network,DMRC,regular
610886106,railway,station,regular
610886108,amenity,fuel,regular
610886112,highway,traffic_signals,regular
610886118,highway,traffic_signals,regular
610886128,name,Raghubir Nagar,regular
610886128,place,locality,regular
611105438,street,Main Market,addr
611105438,amenity,pub,regular
611105438,name,MyBar,regular
616563684,amenity,atm,regular
616563690,name,Naya Bazaar,regular
616563690,place,neighbourhood,regular
616563762,amenity,parking,regular
616563795,amenity,marketplace,regular
616563795,name,Lajpat Rai Market,regular
616575113,city,Delhi,addr
616575113,country,IN,addr
616575113,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616575113,housenumber,848,addr
616575113,postcode,100006,addr
616575113,state,Delhi,addr
616575113,street,S1,addr
616575114,city,Delhi,addr
616575114,country,IN,addr
616575114,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616575114,housenumber,823,addr
616575114,postcode,100006,addr
616575114,state,Delhi,addr
616575114,street,S1,addr
616575115,city,Delhi,addr
616575115,country,IN,addr
616575115,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616575115,housenumber,822,addr
616575115,postcode,100006,addr
616575115,state,Delhi,addr
616575115,street,S1,addr
616575116,city,Delhi,addr
616575116,country,IN,addr
616575116,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616575116,housenumber,771,addr
616575116,postcode,100006,addr
616575116,state,Delhi,addr
616575116,street,S1,addr
616575117,city,Delhi,addr
616575117,country,IN,addr
616575117,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616575117,housenumber,770,addr
616575117,postcode,100006,addr
616575117,state,Delhi,addr
616575117,street,S1,addr
616575119,city,Delhi,addr
616575119,country,IN,addr
616575119,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616575119,housenumber,711,addr
616575119,postcode,100006,addr
616575119,state,Delhi,addr
616575119,street,S1,addr
616575122,city,Delhi,addr
616575122,country,IN,addr
616575122,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616575122,housenumber,710,addr
616575122,postcode,100006,addr
616575122,state,Delhi,addr
616575122,street,S1,addr
616575122,name,Solar Panels,regular
616575122,shop,electronics,regular
616575125,city,Delhi,addr
616575125,country,IN,addr
616575125,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616575125,housenumber,798,addr
616575125,postcode,100006,addr
616575125,state,Delhi,addr
616575125,street,S1,addr
616575127,city,Delhi,addr
616575127,country,IN,addr
616575127,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616575127,housenumber,797,addr
616575127,postcode,100006,addr
616575127,state,Delhi,addr
616575127,street,S1,addr
616575130,city,Delhi,addr
616575130,country,IN,addr
616575130,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616575130,housenumber,740,addr
616575130,postcode,100006,addr
616575130,state,Delhi,addr
616575130,street,S1,addr
616575132,city,Delhi,addr
616575132,country,IN,addr
616575132,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616575132,housenumber,739,addr
616575132,postcode,100006,addr
616575132,state,Delhi,addr
616575132,street,S1,addr
616575135,city,Delhi,addr
616575135,country,IN,addr
616575135,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616575135,housenumber,680,addr
616575135,postcode,100006,addr
616575135,state,Delhi,addr
616575135,street,S1,addr
616576975,city,Delhi,addr
616576975,country,IN,addr
616576975,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576975,housenumber,653,addr
616576975,postcode,100006,addr
616576975,state,Delhi,addr
616576975,street,S1,addr
616576976,city,Delhi,addr
616576976,country,IN,addr
616576976,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576976,housenumber,652,addr
616576976,postcode,100006,addr
616576976,state,Delhi,addr
616576976,street,S1,addr
616576977,city,Delhi,addr
616576977,country,IN,addr
616576977,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576977,housenumber,589,addr
616576977,postcode,100006,addr
616576977,state,Delhi,addr
616576978,city,Delhi,addr
616576978,country,IN,addr
616576978,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576978,housenumber,588,addr
616576978,postcode,100006,addr
616576978,state,Delhi,addr
616576978,street,S1,addr
616576979,city,Delhi,addr
616576979,country,IN,addr
616576979,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576979,housenumber,679,addr
616576979,postcode,100006,addr
616576979,state,Delhi,addr
616576979,street,S1,addr
616576980,city,Delhi,addr
616576980,country,IN,addr
616576980,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576980,housenumber,624,addr
616576980,postcode,100006,addr
616576980,state,Delhi,addr
616576980,street,S1,addr
616576981,city,Delhi,addr
616576981,country,IN,addr
616576981,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576981,housenumber,563,addr
616576981,postcode,100006,addr
616576981,state,Delhi,addr
616576981,street,S1,addr
616576982,city,Delhi,addr
616576982,country,IN,addr
616576982,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576982,housenumber,623,addr
616576982,postcode,100006,addr
616576982,state,Delhi,addr
616576982,street,S1,addr
616576983,city,Delhi,addr
616576983,country,IN,addr
616576983,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576983,housenumber,600,addr
616576983,postcode,100006,addr
616576983,state,Delhi,addr
616576983,street,S1,addr
616576984,city,Delhi,addr
616576984,country,IN,addr
616576984,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576984,housenumber,600,addr
616576984,postcode,100006,addr
616576984,state,Delhi,addr
616576984,street,S1,addr
616576985,city,Delhi,addr
616576985,country,IN,addr
616576985,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576985,housenumber,600,addr
616576985,postcode,100006,addr
616576985,state,Delhi,addr
616576985,street,S1,addr
616576986,city,Delhi,addr
616576986,country,IN,addr
616576986,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576986,housenumber,600,addr
616576986,postcode,100006,addr
616576986,state,Delhi,addr
616576986,street,S1,addr
616576987,city,Delhi,addr
616576987,country,IN,addr
616576987,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576987,housenumber,600,addr
616576987,postcode,100006,addr
616576987,state,Delhi,addr
616576987,street,S1,addr
616576988,city,Delhi,addr
616576988,country,IN,addr
616576988,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576988,housenumber,600,addr
616576988,postcode,100006,addr
616576988,state,Delhi,addr
616576988,street,S1,addr
616576989,city,Delhi,addr
616576989,country,IN,addr
616576989,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576989,housenumber,600,addr
616576989,postcode,100006,addr
616576989,state,Delhi,addr
616576989,street,S1,addr
616576990,city,Delhi,addr
616576990,country,IN,addr
616576990,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576990,housenumber,600,addr
616576990,postcode,100006,addr
616576990,state,Delhi,addr
616576990,street,S1,addr
616576991,city,Delhi,addr
616576991,country,IN,addr
616576991,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576991,housenumber,630,addr
616576991,postcode,100006,addr
616576991,state,Delhi,addr
616576991,street,S1,addr
616576992,city,Delhi,addr
616576992,country,IN,addr
616576992,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576992,housenumber,630,addr
616576992,postcode,100006,addr
616576992,state,Delhi,addr
616576992,street,S1,addr
616576993,city,Delhi,addr
616576993,country,IN,addr
616576993,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576993,housenumber,630,addr
616576993,postcode,100006,addr
616576993,state,Delhi,addr
616576993,street,S1,addr
616576994,city,Delhi,addr
616576994,country,IN,addr
616576994,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576994,housenumber,630,addr
616576994,postcode,100006,addr
616576994,state,Delhi,addr
616576994,street,S1,addr
616576995,city,Delhi,addr
616576995,country,IN,addr
616576995,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576995,housenumber,630,addr
616576995,postcode,100006,addr
616576995,state,Delhi,addr
616576995,street,S1,addr
616576996,city,Delhi,addr
616576996,country,IN,addr
616576996,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576996,housenumber,630,addr
616576996,postcode,100006,addr
616576996,state,Delhi,addr
616576996,street,S1,addr
616576997,city,Delhi,addr
616576997,country,IN,addr
616576997,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576997,housenumber,630,addr
616576997,postcode,100006,addr
616576997,state,Delhi,addr
616576997,street,S1,addr
616576998,city,Delhi,addr
616576998,country,IN,addr
616576998,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576998,housenumber,600,addr
616576998,postcode,100006,addr
616576998,state,Delhi,addr
616576998,street,S1,addr
616576999,city,Delhi,addr
616576999,country,IN,addr
616576999,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616576999,housenumber,600,addr
616576999,postcode,100006,addr
616576999,state,Delhi,addr
616576999,street,S1,addr
616577000,city,Delhi,addr
616577000,country,IN,addr
616577000,full,"Lajpat Rai Market, Chandni Chowk, Delhi",addr
616577000,housenumber,630,addr
616577000,postcode,100006,addr
616577000,state,Delhi,addr
